batman: the animated series,"['Batman', 'Robin', 'Alfred Pennyworth', 'Commissioner James Gordon', 'Detective Bullock', 'Summer Gleeson', 'The Joker', 'Two-Face', 'Mayor Hamilton Hill', 'Harley Quinn', 'Rupert Thorne', 'Catwoman', 'Lucius Fox', 'Poison Ivy', 'Renee Montoya', 'The Penguin', 'Additional Voices', 'Killer Croc']"
,0
the lion king,"['Simba', 'Nala', 'Pumbaa', 'Scar', 'Zazu', 'Mufasa', 'Rafiki', 'Sarabi', 'Young Simba', 'Young Nala', 'Sarafina', 'Kamari', 'Azizi', 'Shenzi', 'Timon', 'Guinea Fowl', 'Bush Baby', 'Elephant Shrew']"
,0
the little mermaid,"['Ariel', 'Sebastian', 'Louis', 'Eric', 'Ursula', 'Flotsam', 'Scuttle', 'Flounder', 'Triton', 'Carlotta', 'Seahorse', 'Grimsby', 'Additional Voices', 'Additional Voices', 'Additional Voices', 'Additional Voices', 'Additional Voices', 'Additional Voices']"
,0
harley quinn,"['Harley Quinn', 'Poison Ivy', 'Clayface', 'King Shark', 'Dr. Psycho', 'Kite Man', 'Batman', 'Frank the Plant', 'Commissioner Gordon', 'Bane', 'The Riddler', 'Sy Borgman', 'Batgirl', 'Two-Face', 'Tawny', 'Wonder Woman', 'Catwoman', 'Alfred']"
,0
the bad guys,"['Wolf', 'Snake', 'Tarantula', 'Shark', 'Piranha', 'Professor Marmalade', 'Diane Foxington aka The Crimson Paw', 'Police Chief Misty Luggins', 'Tiffany Fluffit', 'Old Lady', 'Museum Announcer', 'Delivery Driver', 'Prison Guard 1', 'Scientist', 'Prison Guard 2', 'Museum Guest 2', 'Prison Guard 3']"
,0
